ticket_id,customer_id,issue_category,description,sentiment,priority
TKT-608486,C02491,Account,Just a general question about features.,Negative,Medium
TKT-244535,C02491,Integration,Just a general question about features.,Positive,Low
TKT-252120,C02492,Technical,Can't log in since yesterday.,Negative,Low
TKT-352781,C02492,Security,"Terrible experience, not working as expected.",Neutral,Low
TKT-336379,C02492,Account,"Terrible experience, not working as expected.",Negative,High
TKT-528395,C02492,Integration,"Terrible experience, not working as expected.",Negative,High
TKT-275505,C02492,Technical,Your API is too slow and throwing 500 errors.,Negative,High
TKT-787563,C02493,Integration,Just a general question about features.,Neutral,Low
TKT-996965,C02493,Security,Just a general question about features.,Neutral,High
TKT-470549,C02494,Account,Just a general question about features.,Positive,Low
TKT-451139,C02494,Security,Just a general question about features.,Positive,Medium
TKT-768030,C02495,Billing,Update credit card info.,Positive,High
TKT-356300,C02496,Account,Just a general question about features.,Neutral,Low
TKT-287766,C02496,Integration,Just a general question about features.,Positive,High
TKT-676168,C02497,Billing,Can you send me last month's receipt?,Neutral,Low
TKT-934814,C02498,Billing,Can you send me last month's receipt?,Positive,Medium
TKT-899884,C02498,Feature Request,Just a general question about features.,Neutral,High
TKT-572219,C02498,Security,Just a general question about features.,Neutral,Medium
TKT-396632,C02498,Performance,Just a general question about features.,Neutral,Low
TKT-888403,C02499,Technical,"System is always down, very frustrating.",Negative,Low
TKT-284909,C02499,Billing,I was overcharged on my last invoice.,Negative,Medium
TKT-817964,C02499,Integration,"Terrible experience, not working as expected.",Negative,Low
TKT-765667,C02499,Billing,"Cancel my subscription, too expensive.",Negative,Low
TKT-878133,C02499,Technical,"System is always down, very frustrating.",Neutral,Low
TKT-241112,C02499,Account,"Terrible experience, not working as expected.",Negative,Low
TKT-705098,C02500,Integration,"Terrible experience, not working as expected.",Negative,Low
TKT-251887,C02500,Performance,"Terrible experience, not working as expected.",Neutral,Low
TKT-220190,C02500,Performance,"Terrible experience, not working as expected.",Negative,Low
TKT-918539,C02500,Account,"Terrible experience, not working as expected.",Negative,Low
TKT-677629,C02500,Account,"Terrible experience, not working as expected.",Negative,Medium
TKT-357937,C02500,Billing,Why did my price go up?,Neutral,Low
TKT-618226,C02500,Security,"Terrible experience, not working as expected.",Neutral,Low
TKT-150599,C02501,Security,"Terrible experience, not working as expected.",Negative,Medium
TKT-395748,C02501,Account,"Terrible experience, not working as expected.",Negative,Low
TKT-318330,C02501,Technical,"System is always down, very frustrating.",Neutral,Low
TKT-797895,C02501,Billing,Why did my price go up?,Negative,Low
TKT-501860,C02501,Account,"Terrible experience, not working as expected.",Negative,High
TKT-960074,C02501,Performance,"Terrible experience, not working as expected.",Negative,Low
TKT-683384,C02501,Billing,"Cancel my subscription, too expensive.",Negative,High
TKT-578696,C02502,Billing,Update credit card info.,Neutral,Medium
TKT-277989,C02503,Integration,Just a general question about features.,Neutral,Low
TKT-559237,C02503,Billing,Update credit card info.,Negative,Medium
TKT-972992,C02504,Feature Request,"Terrible experience, not working as expected.",Negative,Low
TKT-662607,C02504,Account,"Terrible experience, not working as expected.",Negative,Low
TKT-463129,C02504,Security,"Terrible experience, not working as expected.",Neutral,Low
TKT-654680,C02504,Integration,"Terrible experience, not working as expected.",Neutral,Medium
TKT-356835,C02505,Integration,Just a general question about features.,Neutral,Low
TKT-127643,C02506,Technical,How do I reset my password?,Positive,Medium
TKT-649216,C02506,Security,Just a general question about features.,Positive,Medium
TKT-834884,C02507,Account,Just a general question about features.,Positive,High
TKT-496910,C02507,Performance,Just a general question about features.,Positive,Medium
TKT-959586,C02508,Billing,Good service.,Negative,High
TKT-857632,C02509,Feature Request,"Terrible experience, not working as expected.",Negative,Low
TKT-906714,C02509,Performance,"Terrible experience, not working as expected.",Negative,Medium
TKT-612726,C02509,Account,"Terrible experience, not working as expected.",Negative,High
TKT-504392,C02509,Technical,Your API is too slow and throwing 500 errors.,Negative,Low
TKT-773374,C02509,Performance,"Terrible experience, not working as expected.",Negative,Low
TKT-995974,C02509,Technical,Can't log in since yesterday.,Negative,Medium
TKT-787640,C02509,Feature Request,"Terrible experience, not working as expected.",Negative,High
TKT-636315,C02509,Feature Request,"Terrible experience, not working as expected.",Negative,Medium
TKT-615791,C02509,Integration,"Terrible experience, not working as expected.",Negative,High
TKT-458165,C02511,Billing,Good service.,Positive,Low
TKT-865365,C02511,Billing,Good service.,Negative,Medium
TKT-827559,C02512,Performance,Just a general question about features.,Neutral,Low
TKT-780765,C02512,Feature Request,Just a general question about features.,Neutral,High
TKT-827293,C02512,Account,Just a general question about features.,Positive,Medium
TKT-367527,C02512,Performance,Just a general question about features.,Negative,Low
TKT-101304,C02513,Performance,Just a general question about features.,Neutral,High
TKT-743477,C02513,Technical,How do I reset my password?,Positive,Low
TKT-862205,C02514,Integration,Just a general question about features.,Positive,Low
TKT-338873,C02514,Security,Just a general question about features.,Neutral,High
TKT-944725,C02515,Integration,Just a general question about features.,Positive,Medium
TKT-884104,C02515,Account,Just a general question about features.,Positive,Low
TKT-501049,C02518,Integration,Just a general question about features.,Neutral,Low
TKT-609596,C02519,Technical,Can't log in since yesterday.,Negative,Low
TKT-469246,C02519,Security,"Terrible experience, not working as expected.",Neutral,Low
TKT-632281,C02519,Billing,"Cancel my subscription, too expensive.",Negative,Medium
TKT-668654,C02519,Security,"Terrible experience, not working as expected.",Neutral,Low
TKT-497899,C02519,Account,"Terrible experience, not working as expected.",Neutral,Low
TKT-236448,C02519,Technical,"System is always down, very frustrating.",Negative,High
TKT-513179,C02521,Security,Just a general question about features.,Positive,Low
TKT-630620,C02521,Feature Request,Just a general question about features.,Neutral,High
TKT-124301,C02522,Account,Just a general question about features.,Negative,Low
TKT-123211,C02522,Billing,Good service.,Positive,Low
TKT-547286,C02522,Account,Just a general question about features.,Negative,High
TKT-831844,C02524,Billing,Update credit card info.,Neutral,Low
TKT-290523,C02524,Feature Request,Just a general question about features.,Negative,Low
TKT-554846,C02525,Feature Request,"Terrible experience, not working as expected.",Negative,High
TKT-581196,C02525,Billing,Why did my price go up?,Negative,Low
TKT-777089,C02525,Feature Request,"Terrible experience, not working as expected.",Negative,Medium
TKT-442359,C02525,Technical,"System is always down, very frustrating.",Negative,Low
TKT-904741,C02525,Technical,Can't log in since yesterday.,Negative,High
TKT-565800,C02526,Billing,Good service.,Positive,Medium
TKT-917232,C02527,Security,"Terrible experience, not working as expected.",Negative,High
TKT-177571,C02527,Security,"Terrible experience, not working as expected.",Negative,Low
TKT-311560,C02527,Technical,Your API is too slow and throwing 500 errors.,Negative,Medium
TKT-726757,C02528,Performance,Just a general question about features.,Positive,High
TKT-483757,C02528,Billing,Update credit card info.,Positive,Low
TKT-756549,C02529,Billing,Good service.,Neutral,Low
TKT-456931,C02530,Feature Request,Just a general question about features.,Neutral,Low
TKT-432031,C02533,Integration,Just a general question about features.,Positive,Medium
TKT-330242,C02533,Account,Just a general question about features.,Neutral,Medium
TKT-496959,C02533,Feature Request,Just a general question about features.,Neutral,Low
TKT-590439,C02533,Feature Request,Just a general question about features.,Positive,Medium
TKT-340865,C02534,Billing,Can you send me last month's receipt?,Positive,Medium
TKT-839059,C02535,Performance,Just a general question about features.,Neutral,Low
TKT-435951,C02535,Billing,Can you send me last month's receipt?,Neutral,High
TKT-103878,C02535,Billing,Good service.,Positive,Low
TKT-621058,C02536,Integration,Just a general question about features.,Positive,Low
TKT-518678,C02536,Integration,Just a general question about features.,Neutral,Medium
TKT-288835,C02537,Account,Just a general question about features.,Positive,Low
TKT-843567,C02537,Feature Request,Just a general question about features.,Negative,Medium
TKT-467060,C02537,Billing,Good service.,Neutral,Medium
TKT-516753,C02538,Security,Just a general question about features.,Negative,Low
TKT-268191,C02538,Account,Just a general question about features.,Positive,Low
TKT-593000,C02538,Billing,Good service.,Positive,High
TKT-809336,C02539,Feature Request,Just a general question about features.,Positive,High
TKT-712737,C02539,Billing,Good service.,Neutral,Low
TKT-260051,C02540,Security,Just a general question about features.,Neutral,Low
TKT-509243,C02540,Billing,Can you send me last month's receipt?,Positive,Low
TKT-215820,C02540,Account,Just a general question about features.,Neutral,High
TKT-288772,C02540,Billing,Good service.,Negative,High
TKT-779122,C02541,Feature Request,"Terrible experience, not working as expected.",Negative,High
TKT-768796,C02541,Account,"Terrible experience, not working as expected.",Neutral,Low
TKT-438979,C02541,Account,"Terrible experience, not working as expected.",Negative,High
TKT-789275,C02541,Billing,Why did my price go up?,Negative,Low
TKT-794683,C02541,Account,"Terrible experience, not working as expected.",Negative,Medium
TKT-703907,C02541,Performance,"Terrible experience, not working as expected.",Negative,Low
TKT-489350,C02541,Technical,"System is always down, very frustrating.",Neutral,Medium
TKT-848598,C02542,Security,Just a general question about features.,Positive,Low
TKT-998421,C02542,Billing,Update credit card info.,Negative,Low
TKT-568386,C02542,Billing,Update credit card info.,Positive,Low
TKT-336915,C02542,Integration,Just a general question about features.,Positive,Low
TKT-747354,C02542,Feature Request,Just a general question about features.,Positive,Low
TKT-920759,C02542,Feature Request,Just a general question about features.,Positive,Low
TKT-946100,C02542,Performance,Just a general question about features.,Neutral,Low
TKT-689438,C02543,Account,Just a general question about features.,Neutral,Medium
TKT-694240,C02543,Technical,Works great but I have a question on API limits.,Positive,High
TKT-701923,C02545,Feature Request,Just a general question about features.,Positive,Low
TKT-961170,C02546,Technical,Your API is too slow and throwing 500 errors.,Negative,High
TKT-944129,C02546,Technical,Your API is too slow and throwing 500 errors.,Negative,High
TKT-705044,C02546,Account,"Terrible experience, not working as expected.",Negative,High
TKT-669643,C02546,Account,"Terrible experience, not working as expected.",Neutral,Medium
TKT-798624,C02546,Feature Request,"Terrible experience, not working as expected.",Negative,High
TKT-119533,C02546,Security,"Terrible experience, not working as expected.",Negative,Low
TKT-941300,C02546,Feature Request,"Terrible experience, not working as expected.",Negative,Low
TKT-448369,C02547,Integration,Just a general question about features.,Neutral,Low
TKT-575176,C02549,Integration,Just a general question about features.,Neutral,Medium
TKT-623179,C02549,Feature Request,Just a general question about features.,Positive,Low
TKT-831508,C02549,Performance,Just a general question about features.,Positive,High
TKT-980549,C02549,Account,Just a general question about features.,Positive,Low
TKT-771445,C02550,Feature Request,Just a general question about features.,Neutral,Low
TKT-495905,C02550,Performance,Just a general question about features.,Positive,High
TKT-241268,C02551,Feature Request,Just a general question about features.,Neutral,High
TKT-865225,C02551,Feature Request,Just a general question about features.,Positive,Low
TKT-250089,C02552,Performance,"Terrible experience, not working as expected.",Negative,High
TKT-574229,C02552,Feature Request,"Terrible experience, not working as expected.",Neutral,Low
TKT-917153,C02552,Performance,"Terrible experience, not working as expected.",Negative,High
TKT-728398,C02552,Account,"Terrible experience, not working as expected.",Negative,Medium
TKT-305420,C02552,Technical,Can't log in since yesterday.,Negative,Medium
TKT-385290,C02552,Account,"Terrible experience, not working as expected.",Negative,Low
TKT-374103,C02553,Integration,"Terrible experience, not working as expected.",Negative,Low
TKT-789018,C02553,Feature Request,"Terrible experience, not working as expected.",Negative,Medium
TKT-476979,C02553,Billing,I was overcharged on my last invoice.,Negative,Low
TKT-968381,C02553,Account,"Terrible experience, not working as expected.",Negative,Low
TKT-789870,C02554,Feature Request,Just a general question about features.,Neutral,High
TKT-250539,C02556,Feature Request,Just a general question about features.,Positive,Medium
TKT-497819,C02556,Security,Just a general question about features.,Neutral,Low
TKT-812896,C02557,Feature Request,Just a general question about features.,Neutral,Low
TKT-254167,C02558,Integration,"Terrible experience, not working as expected.",Negative,Low
TKT-667925,C02558,Security,"Terrible experience, not working as expected.",Negative,High
TKT-942341,C02558,Performance,"Terrible experience, not working as expected.",Negative,Medium
TKT-497876,C02558,Integration,"Terrible experience, not working as expected.",Neutral,Low
TKT-671538,C02559,Integration,Just a general question about features.,Neutral,Low
TKT-410830,C02559,Technical,Need help setting up SSO.,Positive,High
TKT-186778,C02561,Security,Just a general question about features.,Neutral,Low
TKT-565435,C02562,Technical,How do I reset my password?,Neutral,High
TKT-389290,C02562,Account,Just a general question about features.,Neutral,Low
TKT-749429,C02563,Integration,Just a general question about features.,Neutral,Low
TKT-190149,C02563,Technical,How do I reset my password?,Neutral,High
TKT-127184,C02564,Feature Request,Just a general question about features.,Neutral,Low
TKT-450538,C02565,Account,Just a general question about features.,Neutral,Low
TKT-774081,C02565,Billing,Can you send me last month's receipt?,Positive,Medium
TKT-961374,C02565,Technical,Works great but I have a question on API limits.,Positive,High
TKT-718713,C02566,Performance,"Terrible experience, not working as expected.",Negative,Medium
TKT-746145,C02566,Technical,Your API is too slow and throwing 500 errors.,Negative,High
TKT-105879,C02566,Account,"Terrible experience, not working as expected.",Negative,Low
TKT-489572,C02566,Feature Request,"Terrible experience, not working as expected.",Negative,High
TKT-995721,C02566,Integration,"Terrible experience, not working as expected.",Negative,Low
TKT-343650,C02566,Account,"Terrible experience, not working as expected.",Neutral,High
TKT-664266,C02567,Security,Just a general question about features.,Positive,Medium
TKT-901606,C02569,Performance,Just a general question about features.,Positive,High
TKT-258264,C02570,Billing,Why did my price go up?,Negative,Low
TKT-702483,C02570,Technical,Your API is too slow and throwing 500 errors.,Negative,Low
TKT-586910,C02570,Feature Request,"Terrible experience, not working as expected.",Neutral,Medium
TKT-862421,C02570,Billing,Why did my price go up?,Negative,High
TKT-935854,C02570,Integration,"Terrible experience, not working as expected.",Negative,High
TKT-676276,C02570,Account,"Terrible experience, not working as expected.",Negative,High
TKT-155597,C02570,Performance,"Terrible experience, not working as expected.",Negative,High
TKT-304774,C02571,Security,Just a general question about features.,Positive,Medium
TKT-158079,C02571,Technical,Need help setting up SSO.,Positive,Medium
TKT-251042,C02572,Feature Request,Just a general question about features.,Negative,Low
TKT-193990,C02574,Feature Request,Just a general question about features.,Positive,Medium
TKT-659283,C02575,Feature Request,Just a general question about features.,Neutral,Low
TKT-283585,C02575,Security,Just a general question about features.,Neutral,Low
TKT-572046,C02576,Security,Just a general question about features.,Neutral,Medium
TKT-770716,C02576,Integration,Just a general question about features.,Neutral,Medium
TKT-804722,C02576,Account,Just a general question about features.,Neutral,Medium
TKT-662995,C02576,Performance,Just a general question about features.,Neutral,Medium
TKT-807847,C02577,Performance,"Terrible experience, not working as expected.",Negative,Low
TKT-886865,C02577,Performance,"Terrible experience, not working as expected.",Negative,Low
TKT-881560,C02577,Technical,"System is always down, very frustrating.",Negative,High
TKT-665358,C02577,Performance,"Terrible experience, not working as expected.",Negative,High
TKT-535163,C02577,Performance,"Terrible experience, not working as expected.",Negative,High
TKT-960851,C02578,Performance,Just a general question about features.,Neutral,Medium
TKT-684388,C02578,Billing,Good service.,Neutral,Low
TKT-898843,C02579,Performance,Just a general question about features.,Positive,High
TKT-885147,C02579,Security,Just a general question about features.,Positive,Low
TKT-914276,C02581,Integration,Just a general question about features.,Positive,High
TKT-327635,C02581,Performance,Just a general question about features.,Positive,Low
TKT-727297,C02581,Technical,Need help setting up SSO.,Positive,Low
TKT-217492,C02581,Technical,How do I reset my password?,Positive,Low
TKT-992880,C02582,Security,Just a general question about features.,Positive,Medium
TKT-105214,C02583,Account,Just a general question about features.,Positive,Medium
TKT-733152,C02583,Billing,Can you send me last month's receipt?,Neutral,Low
TKT-757872,C02583,Integration,Just a general question about features.,Neutral,Low
TKT-836286,C02583,Integration,Just a general question about features.,Neutral,Low
TKT-159472,C02584,Billing,Good service.,Positive,Low
TKT-231257,C02584,Integration,Just a general question about features.,Positive,Low
TKT-985636,C02585,Billing,"Cancel my subscription, too expensive.",Negative,Low
TKT-791784,C02585,Integration,"Terrible experience, not working as expected.",Negative,Low
TKT-926872,C02585,Account,"Terrible experience, not working as expected.",Negative,High
TKT-365430,C02585,Technical,Your API is too slow and throwing 500 errors.,Negative,Medium
TKT-219156,C02585,Integration,"Terrible experience, not working as expected.",Negative,High
TKT-700004,C02585,Account,"Terrible experience, not working as expected.",Negative,Low
TKT-797642,C02587,Performance,Just a general question about features.,Positive,High
TKT-569163,C02587,Integration,Just a general question about features.,Positive,Low
TKT-334564,C02587,Security,Just a general question about features.,Positive,Low
TKT-222399,C02587,Technical,Works great but I have a question on API limits.,Neutral,Low
TKT-963984,C02587,Feature Request,Just a general question about features.,Neutral,Medium
TKT-882943,C02589,Account,Just a general question about features.,Positive,Medium
TKT-136267,C02590,Billing,Can you send me last month's receipt?,Neutral,Low
TKT-535341,C02590,Technical,How do I reset my password?,Positive,Low
TKT-380334,C02591,Security,Just a general question about features.,Neutral,Low
TKT-624326,C02592,Performance,Just a general question about features.,Positive,Low
TKT-295942,C02592,Technical,Works great but I have a question on API limits.,Positive,High
TKT-134295,C02592,Technical,How do I reset my password?,Neutral,High
TKT-214055,C02593,Billing,Can you send me last month's receipt?,Positive,Medium
TKT-859852,C02593,Account,Just a general question about features.,Neutral,Medium
TKT-444421,C02594,Security,Just a general question about features.,Neutral,Medium
TKT-478433,C02596,Integration,Just a general question about features.,Neutral,Low
TKT-330270,C02596,Integration,Just a general question about features.,Positive,Low
TKT-233507,C02596,Integration,Just a general question about features.,Neutral,High
TKT-451145,C02597,Feature Request,Just a general question about features.,Positive,Low
TKT-103921,C02597,Performance,Just a general question about features.,Positive,Low
TKT-911266,C02598,Integration,Just a general question about features.,Positive,Medium
TKT-830593,C02598,Technical,How do I reset my password?,Negative,High
TKT-463401,C02598,Feature Request,Just a general question about features.,Negative,Low
TKT-100190,C02599,Feature Request,"Terrible experience, not working as expected.",Negative,Low
TKT-404706,C02599,Integration,"Terrible experience, not working as expected.",Negative,Medium
TKT-476533,C02599,Performance,"Terrible experience, not working as expected.",Negative,High
TKT-252423,C02599,Technical,Can't log in since yesterday.,Negative,Medium
TKT-142680,C02599,Technical,"System is always down, very frustrating.",Negative,Medium
TKT-565474,C02599,Billing,I was overcharged on my last invoice.,Negative,Low
TKT-313240,C02600,Account,Just a general question about features.,Neutral,Medium
TKT-807754,C02600,Security,Just a general question about features.,Neutral,Medium
TKT-952550,C02600,Integration,Just a general question about features.,Neutral,Low
TKT-198361,C02601,Billing,Can you send me last month's receipt?,Positive,Low
TKT-788420,C02602,Security,"Terrible experience, not working as expected.",Negative,Medium
TKT-328052,C02602,Performance,"Terrible experience, not working as expected.",Negative,Low
TKT-601854,C02602,Technical,Your API is too slow and throwing 500 errors.,Negative,Low
TKT-210120,C02602,Feature Request,"Terrible experience, not working as expected.",Neutral,Low
TKT-948535,C02602,Performance,"Terrible experience, not working as expected.",Negative,High
TKT-964590,C02602,Technical,Your API is too slow and throwing 500 errors.,Negative,Medium
TKT-507483,C02603,Technical,Can't log in since yesterday.,Neutral,Low
TKT-674740,C02603,Billing,"Cancel my subscription, too expensive.",Negative,Low
TKT-676758,C02603,Integration,"Terrible experience, not working as expected.",Negative,Medium
TKT-810261,C02603,Performance,"Terrible experience, not working as expected.",Neutral,Medium
TKT-732711,C02604,Performance,Just a general question about features.,Neutral,Medium
TKT-102737,C02605,Feature Request,Just a general question about features.,Positive,High
TKT-649014,C02606,Technical,Works great but I have a question on API limits.,Neutral,Medium
TKT-791024,C02606,Performance,Just a general question about features.,Positive,High
TKT-169251,C02607,Technical,Your API is too slow and throwing 500 errors.,Neutral,High
TKT-863648,C02607,Technical,Can't log in since yesterday.,Negative,Low
TKT-218311,C02607,Feature Request,"Terrible experience, not working as expected.",Neutral,Low
TKT-159800,C02607,Integration,"Terrible experience, not working as expected.",Neutral,Low
TKT-762844,C02607,Technical,"System is always down, very frustrating.",Negative,Low
TKT-952724,C02608,Account,"Terrible experience, not working as expected.",Negative,Low
TKT-987284,C02608,Performance,"Terrible experience, not working as expected.",Negative,Low
TKT-781222,C02608,Billing,"Cancel my subscription, too expensive.",Negative,Medium
TKT-226388,C02608,Security,"Terrible experience, not working as expected.",Negative,High
TKT-234266,C02608,Performance,"Terrible experience, not working as expected.",Negative,Low
TKT-428936,C02608,Billing,I was overcharged on my last invoice.,Negative,Low
TKT-804368,C02609,Account,Just a general question about features.,Neutral,Low
TKT-839462,C02609,Security,Just a general question about features.,Neutral,Medium
TKT-910335,C02610,Performance,Just a general question about features.,Neutral,High
TKT-725167,C02611,Account,Just a general question about features.,Neutral,Low
TKT-933008,C02611,Technical,Works great but I have a question on API limits.,Neutral,High
TKT-780271,C02611,Billing,Good service.,Neutral,Medium
TKT-680492,C02612,Integration,Just a general question about features.,Positive,Low
TKT-812768,C02612,Billing,Good service.,Positive,High
TKT-241590,C02612,Billing,Good service.,Neutral,High
TKT-610462,C02613,Performance,Just a general question about features.,Negative,Low
TKT-219223,C02613,Integration,Just a general question about features.,Neutral,Medium
TKT-528582,C02613,Security,Just a general question about features.,Positive,Medium
TKT-235889,C02613,Billing,Good service.,Negative,High
TKT-571207,C02614,Billing,Update credit card info.,Neutral,Medium
TKT-310587,C02616,Technical,Works great but I have a question on API limits.,Neutral,High
TKT-195370,C02618,Security,Just a general question about features.,Positive,Medium
TKT-196053,C02618,Performance,Just a general question about features.,Neutral,Medium
TKT-923139,C02619,Performance,Just a general question about features.,Neutral,Low
TKT-624822,C02620,Billing,Good service.,Neutral,Medium
TKT-254656,C02620,Billing,Update credit card info.,Neutral,Low
TKT-985659,C02622,Account,Just a general question about features.,Neutral,Low
TKT-170703,C02622,Billing,Can you send me last month's receipt?,Positive,Low
TKT-286912,C02622,Technical,Works great but I have a question on API limits.,Neutral,High
TKT-186760,C02623,Technical,Works great but I have a question on API limits.,Neutral,Low
TKT-888793,C02623,Integration,Just a general question about features.,Neutral,Low
TKT-191741,C02623,Account,Just a general question about features.,Positive,High
TKT-760339,C02623,Security,Just a general question about features.,Neutral,Low
TKT-122111,C02623,Security,Just a general question about features.,Positive,High
TKT-620911,C02624,Account,Just a general question about features.,Positive,Low
TKT-370374,C02624,Integration,Just a general question about features.,Neutral,Low
TKT-483565,C02625,Integration,Just a general question about features.,Negative,High
TKT-788666,C02626,Security,"Terrible experience, not working as expected.",Negative,Low
TKT-704154,C02626,Integration,"Terrible experience, not working as expected.",Negative,Low
TKT-367200,C02626,Feature Request,"Terrible experience, not working as expected.",Negative,Low
TKT-442293,C02626,Integration,"Terrible experience, not working as expected.",Negative,Low
TKT-260333,C02626,Billing,I was overcharged on my last invoice.,Negative,Low
TKT-167096,C02626,Feature Request,"Terrible experience, not working as expected.",Negative,Medium
TKT-539439,C02626,Feature Request,"Terrible experience, not working as expected.",Negative,Medium
TKT-875124,C02626,Account,"Terrible experience, not working as expected.",Neutral,Medium
TKT-336746,C02626,Security,"Terrible experience, not working as expected.",Negative,Medium
TKT-998100,C02626,Performance,"Terrible experience, not working as expected.",Negative,Low
TKT-325397,C02627,Security,Just a general question about features.,Neutral,High
TKT-467047,C02627,Technical,How do I reset my password?,Neutral,High
TKT-129428,C02628,Feature Request,Just a general question about features.,Positive,Low
TKT-401698,C02629,Security,Just a general question about features.,Neutral,High
TKT-747266,C02632,Billing,Can you send me last month's receipt?,Negative,Medium
TKT-686337,C02632,Security,Just a general question about features.,Neutral,Low
TKT-312047,C02633,Account,Just a general question about features.,Negative,Medium
TKT-644837,C02634,Integration,Just a general question about features.,Neutral,Low
TKT-893431,C02634,Performance,Just a general question about features.,Neutral,High
TKT-188641,C02634,Integration,Just a general question about features.,Positive,Medium
TKT-407469,C02634,Integration,Just a general question about features.,Negative,Low
TKT-528071,C02634,Billing,Update credit card info.,Neutral,High
TKT-527125,C02634,Integration,Just a general question about features.,Neutral,Low
TKT-814585,C02635,Feature Request,Just a general question about features.,Positive,Low
TKT-642850,C02635,Billing,Can you send me last month's receipt?,Neutral,High
TKT-999863,C02635,Account,Just a general question about features.,Positive,Medium
TKT-928913,C02636,Performance,Just a general question about features.,Negative,Low
TKT-620081,C02636,Performance,Just a general question about features.,Neutral,Low
TKT-949582,C02636,Billing,Can you send me last month's receipt?,Positive,Low
TKT-877091,C02637,Account,Just a general question about features.,Positive,Medium
TKT-788957,C02637,Integration,Just a general question about features.,Positive,High
TKT-740301,C02638,Integration,Just a general question about features.,Negative,Medium
TKT-726149,C02639,Billing,Update credit card info.,Neutral,Low
TKT-478058,C02640,Integration,Just a general question about features.,Neutral,Low
TKT-511065,C02640,Security,Just a general question about features.,Neutral,Medium
TKT-980509,C02641,Integration,Just a general question about features.,Positive,Medium
TKT-207698,C02641,Billing,Can you send me last month's receipt?,Neutral,Low
TKT-275454,C02642,Account,Just a general question about features.,Neutral,High
TKT-463283,C02643,Billing,Can you send me last month's receipt?,Negative,Medium
TKT-534233,C02643,Billing,Can you send me last month's receipt?,Negative,Low
TKT-980520,C02644,Performance,"Terrible experience, not working as expected.",Negative,Low
TKT-486566,C02644,Performance,"Terrible experience, not working as expected.",Negative,Low
TKT-775322,C02644,Technical,"System is always down, very frustrating.",Negative,Medium
TKT-914860,C02644,Technical,Your API is too slow and throwing 500 errors.,Neutral,Low
TKT-897609,C02645,Billing,Can you send me last month's receipt?,Neutral,Low
TKT-128353,C02646,Technical,"System is always down, very frustrating.",Negative,Low
TKT-860261,C02646,Billing,"Cancel my subscription, too expensive.",Negative,Medium
TKT-218720,C02646,Feature Request,"Terrible experience, not working as expected.",Negative,Low
TKT-155800,C02646,Feature Request,"Terrible experience, not working as expected.",Negative,Low
TKT-211369,C02646,Technical,Your API is too slow and throwing 500 errors.,Negative,Medium
TKT-688876,C02647,Technical,"System is always down, very frustrating.",Negative,Low
TKT-391234,C02647,Account,"Terrible experience, not working as expected.",Negative,Low
TKT-261622,C02647,Feature Request,"Terrible experience, not working as expected.",Negative,Low
TKT-151724,C02647,Account,"Terrible experience, not working as expected.",Negative,Low
TKT-797821,C02647,Technical,Can't log in since yesterday.,Neutral,Medium
TKT-129660,C02647,Security,"Terrible experience, not working as expected.",Negative,Low
TKT-662634,C02647,Billing,Why did my price go up?,Negative,High
TKT-992149,C02648,Integration,Just a general question about features.,Positive,Medium
TKT-776186,C02648,Security,Just a general question about features.,Positive,High
TKT-917354,C02648,Billing,Can you send me last month's receipt?,Positive,High
TKT-216841,C02648,Technical,How do I reset my password?,Positive,High
TKT-300104,C02649,Security,Just a general question about features.,Positive,High
TKT-215042,C02649,Security,Just a general question about features.,Negative,Low
TKT-599060,C02649,Security,Just a general question about features.,Positive,Low
TKT-649621,C02651,Account,Just a general question about features.,Neutral,High
TKT-970620,C02652,Feature Request,Just a general question about features.,Positive,High
TKT-878932,C02652,Feature Request,Just a general question about features.,Positive,High
TKT-590834,C02652,Security,Just a general question about features.,Positive,Low
TKT-608827,C02653,Feature Request,Just a general question about features.,Positive,High
TKT-629360,C02653,Billing,Good service.,Neutral,Low
TKT-140667,C02653,Performance,Just a general question about features.,Positive,Low
TKT-357273,C02654,Feature Request,Just a general question about features.,Neutral,Low
TKT-246548,C02654,Integration,Just a general question about features.,Positive,Medium
TKT-472915,C02654,Billing,Can you send me last month's receipt?,Positive,Medium
TKT-670659,C02654,Feature Request,Just a general question about features.,Positive,Low
TKT-959945,C02655,Performance,Just a general question about features.,Negative,Low
TKT-613926,C02655,Performance,Just a general question about features.,Neutral,Low
TKT-980681,C02655,Account,Just a general question about features.,Positive,Low
TKT-825528,C02655,Integration,Just a general question about features.,Neutral,High
TKT-723560,C02656,Account,Just a general question about features.,Positive,High
TKT-245170,C02657,Integration,Just a general question about features.,Neutral,Medium
TKT-138369,C02657,Security,Just a general question about features.,Neutral,High
TKT-356226,C02658,Performance,"Terrible experience, not working as expected.",Negative,Medium
TKT-307925,C02658,Account,"Terrible experience, not working as expected.",Negative,Low
TKT-910074,C02658,Feature Request,"Terrible experience, not working as expected.",Neutral,Low
TKT-763408,C02658,Account,"Terrible experience, not working as expected.",Negative,Medium
TKT-885893,C02658,Security,"Terrible experience, not working as expected.",Negative,High
TKT-415495,C02659,Feature Request,Just a general question about features.,Positive,Low
TKT-468334,C02659,Integration,Just a general question about features.,Positive,High
TKT-938716,C02659,Billing,Can you send me last month's receipt?,Neutral,Low
